Floor,Price,Renovation,Year,Size,Elevator,Room,Hall,Id
6,280.0,2,1996,83.0,0.0,3,1.0,101102221294
6,370.0,3,1998,87.0,0.0,3,1.0,101101586976
6,380.0,2,2000,117.0,0.0,3,1.0,101102494870
17,470.0,3,2008,91.0,1.0,2,1.0,101102169888
7,520.0,3,1996,134.0,0.0,3,2.0,101102250463
7,255.0,2,2002,77.0,0.0,2,1.0,101102562556
21,239.0,3,2014,50.0,1.0,1,1.0,101102720797
6,307.0,2,1992,65.0,0.0,2,1.0,101102315170
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
8,395.0,0,2009,92.0,1.0,2,1.0,101102723027
5,240.0,2,2003,37.0,0.0,2,1.0,101102698843
16,430.0,0,2007,88.0,1.0,2,1.0,101102719258
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
6,249.0,2,1990,55.0,0.0,2,1.0,101102722675
18,455.0,2,2009,86.0,1.0,2,1.0,101102111971
12,465.0,3,2011,136.0,1.0,3,2.0,101101989685
6,380.0,3,2011,111.0,1.0,3,1.0,101102234245
13,410.0,2,2006,85.0,1.0,1,1.0,101102721651
6,268.0,3,1992,59.0,0.0,2,1.0,101102721918
6,350.0,2,2000,96.0,0.0,2,1.0,101102722065
16,580.0,2,2012,70.0,1.0,3,1.0,101102591724
6,440.0,2,2002,97.0,0.0,2,1.0,101101847950
9,580.0,3,2015,90.0,1.0,3,1.0,101102679936
21,578.0,3,2014,87.0,1.0,2,1.0,101101673461
6,340.0,0,2001,81.0,0.0,2,1.0,101102533371
5,330.0,2,1995,86.0,0.0,3,1.0,101102164084
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
8,390.0,3,2010,67.0,1.0,2,2.0,101102400646
6,310.0,2,1996,78.0,0.0,2,1.0,101102354774
18,395.0,3,2009,87.0,1.0,2,1.0,101102356196
21,545.0,3,2012,94.0,1.0,2,1.0,101101398237
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
8,500.0,2,2010,91.0,1.0,3,1.0,101102316633
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
22,300.0,2,2010,86.0,1.0,2,1.0,101102134618
6,290.0,3,1997,71.0,0.0,2,1.0,101102006870
7,469.0,3,2010,90.0,1.0,2,1.0,101102478390
6,540.0,3,2012,89.0,1.0,2,1.0,101102565734
27,710.0,3,2012,118.0,1.0,3,2.0,101101210298
11,460.0,2,2005,97.0,1.0,2,1.0,101102537694
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,370.0,3,1994,94.0,0.0,3,2.0,101102192822
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
5,500.0,3,1999,134.0,0.0,3,2.0,101102278264
6,390.0,3,2004,84.0,0.0,2,1.0,101102708697
21,552.0,3,2012,92.0,1.0,2,1.0,101102715236
6,320.0,0,1998,78.0,0.0,2,1.0,101102422318
6,350.0,0,2003,90.0,0.0,2,2.0,101102716151
16,600.0,3,2006,142.0,1.0,3,2.0,101101461405
6,469.0,2,2004,111.0,0.0,2,2.0,101102623653
6,327.8,2,1992,81.0,0.0,3,1.0,101102624703
30,360.0,3,2014,84.0,1.0,2,1.0,101102696521
7,330.0,3,1997,73.0,0.0,2,1.0,101102699976
6,250.0,2,1990,61.0,0.0,2,1.0,101102716628
18,435.0,3,2007,89.0,1.0,2,2.0,101102717437
6,340.0,3,1994,79.0,0.0,2,1.0,101102717787
6,255.0,2,1995,59.0,0.0,2,1.0,101102717972
17,310.0,0,2010,66.0,1.0,1,1.0,101102733365
6,355.0,2,1994,96.0,0.0,3,1.0,101102612882
6,473.0,3,2004,108.0,0.0,2,1.0,101102561316
6,680.0,2,2001,165.0,0.0,4,2.0,101102519029
6,420.0,2,2003,110.0,0.0,3,2.0,101101619298
6,300.0,2,2000,87.0,0.0,2,2.0,101101674825
6,280.0,2,2004,90.0,0.0,2,1.0,101101624898
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
8,445.0,0,2010,76.0,1.0,2,1.0,101102723650
6,288.0,2,2008,58.0,0.0,1,1.0,101102265005
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
6,410.0,2,2004,109.0,0.0,2,1.0,101102627883
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
15,342.0,2,2009,59.0,1.0,1,1.0,101102594213
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,420.0,3,2003,95.0,0.0,2,1.0,101102600784
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
4,630.0,3,2004,119.0,0.0,2,2.0,101102019535
15,325.0,3,2009,68.0,1.0,1,1.0,101102603621
18,485.0,3,2009,99.0,1.0,2,1.0,101102569261
6,360.0,2,2005,117.0,0.0,3,1.0,101102309487
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
14,675.0,2,2003,149.0,1.0,3,1.0,101102697919
5,319.0,0,1996,70.0,0.0,2,1.0,101102699730
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
6,340.0,2,2002,97.0,0.0,2,2.0,101102585958
7,480.0,3,1996,137.0,0.0,3,2.0,101102594052
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,415.0,0,1998,98.0,0.0,3,1.0,101102701168
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
6,350.0,2,2004,111.0,0.0,3,1.0,101102445499
17,446.0,3,2007,89.0,1.0,2,1.0,101102439030
14,456.0,0,2007,89.0,1.0,2,1.0,101102704811
6,290.0,2,1994,66.0,0.0,2,1.0,101102242378
18,350.0,3,2009,69.0,1.0,1,1.0,101102369553
6,360.0,3,1995,93.0,0.0,3,1.0,101102171023
5,240.0,3,2001,96.0,0.0,2,1.0,101102279682
7,635.0,2,2002,135.0,1.0,3,2.0,101101461215
11,468.0,0,2007,103.0,1.0,2,2.0,101102601035
17,310.0,2,2012,88.0,1.0,2,1.0,101102707146
6,480.0,3,1999,116.0,0.0,3,1.0,101102580816
18,430.0,3,2009,91.0,1.0,2,1.0,101102513742
21,530.0,2,2011,90.0,1.0,2,1.0,101101842554
6,310.0,2,2001,84.0,0.0,2,1.0,101102353695
6,320.0,2,1998,82.0,0.0,2,1.0,101102577505
16,630.0,3,2006,143.0,1.0,3,1.0,101102114672
20,499.0,3,2012,91.0,1.0,2,1.0,101102668868
16,310.0,3,2012,41.0,1.0,2,1.0,101102673576
7,340.0,0,1994,85.0,0.0,3,1.0,101102671610
6,334.0,3,1997,79.0,0.0,2,1.0,101102638227
7,430.0,0,1998,106.0,0.0,3,2.0,101102685107
7,450.0,2,2000,96.0,0.0,2,2.0,101102687606
11,615.0,3,2005,121.0,1.0,2,1.0,101102651990
15,860.0,3,2012,161.0,1.0,3,2.0,101102683064
34,489.0,3,2013,89.0,1.0,2,1.0,101102643799
6,400.0,0,1998,121.0,0.0,4,1.0,101102645011
21,410.0,3,2013,66.0,1.0,2,1.0,101102639763
6,320.0,0,1999,72.0,0.0,2,1.0,101102688493
4,700.0,2,2004,162.0,0.0,3,2.0,101102515690
6,568.0,3,2000,126.0,0.0,3,2.0,101102241743
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
6,315.0,2,1994,83.0,0.0,3,1.0,101101853083
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
16,380.0,2,2006,89.0,1.0,2,1.0,101102370849
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
6,615.0,3,2008,139.0,0.0,3,2.0,101102562854
18,520.0,2,2001,145.0,1.0,3,2.0,101102343828
21,328.0,3,2010,86.0,1.0,2,1.0,101102298286
15,480.0,2,2003,114.0,1.0,2,1.0,101102575991
6,325.0,2,1990,74.0,0.0,2,1.0,101102527453
6,401.0,3,1991,88.0,0.0,3,2.0,101102245924
6,380.0,2,1995,89.0,0.0,3,1.0,101102149317
5,420.0,2,2001,111.0,0.0,2,1.0,101101897478
6,650.0,3,1999,145.0,0.0,3,1.0,101102260213
6,330.0,2,2004,101.0,0.0,2,1.0,101102595472
6,510.0,2,2004,133.0,0.0,3,1.0,101102593719
6,200.0,2,1995,72.0,0.0,3,1.0,101102542027
6,350.0,3,2001,88.0,0.0,2,2.0,101102068031
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,340.0,2,2005,110.0,0.0,2,2.0,101102491168
6,368.0,0,1994,82.0,0.0,3,1.0,101102524969
17,480.0,3,2009,100.0,1.0,2,1.0,101101655966
25,320.0,3,1996,98.0,1.0,3,1.0,101102424784
6,330.0,0,2004,87.0,0.0,2,1.0,101102706402
24,280.0,2,2014,78.0,1.0,2,1.0,101102729509
6,395.0,2,2000,127.0,0.0,3,2.0,101101342324
6,486.0,2,1994,115.0,0.0,3,2.0,101100986815
6,360.0,2,1993,88.0,0.0,3,1.0,101101641556
18,801.0,0,2012,138.0,1.0,4,2.0,101101954887
6,440.0,0,2009,109.0,0.0,3,1.0,101102518780
6,285.0,0,1995,79.0,0.0,3,1.0,101102478122
16,480.0,3,2012,64.0,1.0,3,2.0,101102480232
5,312.0,3,1993,74.0,0.0,3,1.0,101102507003
6,290.0,2,2000,82.0,0.0,2,1.0,101102568055
16,475.0,2,2011,96.0,1.0,2,1.0,101102521778
25,580.0,1,2014,135.0,1.0,3,2.0,101101672524
6,270.0,0,1996,77.0,0.0,2,1.0,101102632052
11,570.0,3,2011,176.0,1.0,3,2.0,101102259912
5,269.0,2,1983,73.0,0.0,3,1.0,101102687784
6,1200.0,2,2012,191.0,1.0,3,1.0,101101844300
6,314.8,3,2006,62.0,0.0,1,1.0,101102631924
4,860.0,2,2000,258.0,0.0,6,3.0,101102575605
6,500.0,2,1998,166.0,0.0,3,2.0,101102679663
6,375.0,3,1999,84.0,0.0,2,1.0,101102687552
27,500.0,3,2012,90.0,1.0,3,1.0,101102664721
6,319.0,0,2004,86.0,0.0,2,1.0,101102684080
12,615.0,0,2002,153.0,1.0,3,2.0,101102678582
6,350.0,2,1997,80.0,0.0,3,1.0,101102459880
6,438.0,0,2001,136.0,0.0,3,2.0,101102647887
12,499.0,0,2003,111.0,1.0,3,1.0,101102633352
6,500.0,3,2010,89.0,1.0,2,2.0,101102078392
6,370.0,2,2001,128.0,0.0,3,1.0,101102503021
3,895.0,3,1999,207.0,0.0,5,2.0,101102392035
21,517.0,3,2011,90.0,1.0,2,1.0,101102525759
11,590.0,2,2003,114.0,1.0,2,2.0,101102571112
4,600.0,3,2003,125.0,0.0,2,2.0,101102584107
8,485.0,0,2008,90.0,1.0,2,1.0,101102480536
6,510.0,2,2001,123.0,0.0,3,2.0,101101801389
6,380.0,3,1994,89.0,0.0,3,2.0,101100949113
7,340.0,2,1994,81.0,0.0,3,1.0,101102297321
7,550.0,3,2003,141.0,0.0,3,2.0,101102341156
6,400.0,3,1998,121.0,0.0,4,1.0,101102520508
5,430.0,2,2002,136.0,0.0,3,1.0,101102111400
6,400.0,3,2003,94.0,0.0,2,1.0,101101794740
10,285.0,3,2008,62.0,1.0,2,1.0,101102355539
4,450.0,2,1999,129.0,0.0,3,2.0,101101368706
6,450.0,2,2001,124.0,0.0,3,1.0,101102411434
5,460.0,2,2003,92.0,0.0,2,2.0,101102338493
11,460.0,0,2001,100.0,1.0,2,2.0,101102344209
6,489.0,3,2003,122.0,0.0,3,2.0,101102141382
6,379.0,3,1995,94.0,0.0,3,2.0,101101675781
6,319.0,2,1997,80.0,0.0,2,1.0,101102382947
5,480.0,3,2000,135.0,0.0,3,2.0,101102209156
6,325.0,2,1996,83.0,0.0,3,1.0,101102040150
5,480.0,2,2001,153.0,0.0,3,2.0,101101521120
6,400.0,2,2004,89.0,0.0,2,1.0,101102457786
10,420.0,2,2002,92.0,1.0,2,1.0,101102386076
6,440.0,2,2005,103.0,0.0,3,1.0,101102419209
12,590.0,3,2004,121.0,1.0,3,1.0,101102609603
6,320.0,3,1990,76.0,0.0,3,1.0,101102554363
10,400.0,3,2002,102.0,1.0,2,2.0,101102125362
6,235.0,2,1984,55.0,0.0,2,1.0,101102738415
6,424.0,3,2003,96.0,0.0,2,1.0,101102745152
33,470.0,3,2015,87.0,1.0,2,2.0,101102726173
9,260.0,3,2014,77.0,1.0,2,1.0,101102658733
4,1130.0,2,2003,238.0,0.0,4,2.0,101102133714
6,258.0,2,2003,58.0,0.0,1,1.0,101101521727
6,275.0,2,1999,65.0,0.0,1,1.0,101102089508
6,435.0,2,2007,94.0,0.0,2,2.0,101102641021
9,660.0,3,2015,89.0,1.0,3,1.0,101102355304
6,725.0,3,2012,126.0,1.0,3,2.0,101101697400
23,800.0,1,2014,144.0,1.0,3,2.0,101102176240
33,455.0,1,2013,86.0,1.0,2,2.0,101102269060
21,350.0,2,2014,84.0,1.0,2,1.0,101101688843
16,330.0,3,2012,42.0,1.0,2,1.0,101102700017
6,515.0,2,2002,121.0,0.0,3,1.0,101102712877
6,480.0,2,2002,113.0,0.0,2,2.0,101102412488
6,421.0,2,2004,95.0,0.0,2,1.0,101102625852
6,380.0,2,1994,94.0,0.0,3,1.0,101102587987
11,700.0,3,2002,185.0,1.0,4,1.0,101102456118
6,460.0,2,2000,126.0,0.0,3,2.0,101102650324
18,725.0,0,2014,212.0,1.0,4,2.0,101102669311
5,795.0,0,2003,201.0,0.0,5,2.0,101102676227
6,335.0,2,1989,88.0,0.0,3,1.0,101102495940
6,289.0,2,1994,72.0,0.0,2,1.0,101102117386
27,540.0,3,2014,123.0,1.0,3,2.0,101102440672
6,525.0,2,2006,116.0,0.0,2,1.0,101101633075
6,330.0,2,1994,71.0,0.0,2,1.0,101102158737
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
6,282.0,2,1987,72.0,0.0,3,1.0,101102344718
6,390.0,2,1995,105.0,0.0,3,1.0,101102482524
6,598.0,3,1999,159.0,0.0,4,2.0,101102510949
6,450.0,2,2006,90.0,0.0,2,2.0,101101219406
6,298.0,2,1996,93.0,0.0,3,1.0,101102016007
18,350.0,2,2010,67.0,1.0,2,1.0,101101893855
18,580.0,2,2001,165.0,1.0,4,2.0,101102046240
7,348.0,2,1996,100.0,0.0,2,2.0,101102341576
6,425.0,2,2005,111.0,0.0,3,1.0,101102292893
15,550.0,3,2011,99.0,1.0,2,1.0,101101778954
6,448.0,2,2004,120.0,0.0,3,2.0,101102218042
12,470.0,2,2007,90.0,1.0,2,1.0,101102529564
6,255.0,3,1994,73.0,0.0,2,1.0,101102736505
3,413.0,3,2005,106.0,0.0,3,2.0,101101973894
11,448.0,2,2005,90.0,1.0,2,1.0,101102355914
5,405.0,2,2000,111.0,0.0,2,2.0,101102179001
6,330.0,2,1996,78.0,0.0,3,1.0,101102481502
16,560.0,3,2006,143.0,1.0,3,1.0,101101621460
6,455.0,2,2002,124.0,0.0,3,2.0,101102391388
18,500.0,3,2009,99.0,1.0,2,1.0,101101379830
20,549.0,3,2010,95.0,1.0,2,1.0,101101947787
20,320.0,2,2010,86.0,1.0,2,1.0,101102142330
15,715.0,3,2009,127.0,1.0,3,1.0,101102274180
6,400.0,3,2005,92.0,0.0,2,1.0,101102738148
6,330.0,3,2004,69.0,0.0,1,1.0,101101688501
6,281.0,0,2000,80.0,0.0,2,1.0,101102742157
15,430.0,2,2009,91.0,1.0,2,1.0,101102409647
21,335.0,0,2014,73.0,1.0,2,1.0,101102296966
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
6,325.0,2,1997,72.0,0.0,2,1.0,101102673112
21,410.0,3,2012,70.0,1.0,2,1.0,101102273587
26,430.0,3,2014,104.0,1.0,3,2.0,101102440497
15,1050.0,2,2005,223.0,1.0,4,2.0,101102397569
6,240.0,2,1996,69.0,0.0,2,1.0,101102380422
10,325.0,2,2009,84.0,1.0,2,1.0,101102147342
21,490.0,3,2013,77.0,1.0,2,1.0,101102297316
8,600.0,3,2011,184.0,1.0,4,1.0,101102198306
11,367.0,2,2003,89.0,1.0,2,1.0,101102024838
6,258.0,0,2006,66.0,0.0,1,1.0,101102687032
6,320.0,3,1996,71.0,0.0,2,1.0,101102457281
6,458.0,0,2001,96.0,0.0,2,1.0,101102475573
9,800.0,3,2012,136.0,1.0,3,2.0,101102534820
8,245.0,2,2014,85.0,1.0,2,1.0,101102451004
4,830.0,0,2000,153.0,0.0,3,2.0,101102281549
23,667.0,3,2014,115.0,1.0,3,2.0,101102139795
18,670.0,3,2012,121.0,1.0,3,1.0,101102100555
6,275.0,2,1997,75.0,0.0,2,2.0,101101926231
34,448.0,3,2013,89.0,1.0,2,1.0,101101710957
6,485.0,2,2009,89.0,1.0,2,1.0,101102466961
5,248.0,2,1993,61.0,0.0,2,1.0,101102411011
26,390.0,3,2015,87.0,1.0,2,1.0,101102515266
25,420.0,2,2015,88.0,1.0,2,1.0,101102524874
33,499.0,2,2015,89.0,1.0,2,1.0,101102544156
21,355.5,0,2014,84.0,1.0,2,1.0,101102398794
27,355.0,3,2014,83.0,1.0,2,1.0,101102586995
18,380.0,3,2015,77.0,1.0,2,1.0,101102620000
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
4,850.0,3,2014,268.0,0.0,6,2.0,101102024812
