Direction,District,Garden,Region,Floor,Renovation,Size,Year,Room,Elevator,Hall,Price
30,227,3880,11,27,3,115.0,2007,2,1.0,2.0,770.0
45,179,3760,11,24,2,88.0,2002,2,1.0,1.0,390.0
30,227,3883,11,23,3,110.0,2011,2,1.0,2.0,880.0
50,179,3511,11,16,3,74.0,1995,2,1.0,1.0,365.0
4,227,3880,11,27,3,95.0,2007,2,1.0,2.0,618.0
47,227,3880,11,24,3,114.0,2007,2,1.0,2.0,670.0
33,134,3518,11,15,3,144.0,2007,3,1.0,2.0,960.0
33,227,523,11,16,2,91.0,2004,2,1.0,1.0,587.0
33,227,4396,11,5,2,77.0,1987,3,0.0,1.0,490.0
33,179,4199,11,16,3,112.0,2009,2,1.0,2.0,657.0
45,227,3880,11,26,3,56.0,2007,1,1.0,1.0,365.0
33,227,523,11,16,3,91.0,2004,2,1.0,1.0,578.0
33,227,3939,11,16,3,148.0,2007,3,1.0,1.0,741.0
33,227,3883,11,21,3,87.0,2009,3,1.0,1.0,839.0
30,227,3880,11,26,3,98.0,2005,2,1.0,1.0,760.0
33,167,4377,11,5,3,56.0,1981,2,0.0,1.0,232.0
33,134,1968,11,17,2,131.0,2004,3,1.0,1.0,710.0
50,179,3512,11,16,2,79.0,1994,2,1.0,1.0,330.0
0,179,2565,11,6,3,46.0,1996,1,0.0,1.0,230.0
30,32,653,11,6,0,57.0,1984,2,0.0,1.0,295.0
0,227,3880,11,25,3,54.0,2005,1,1.0,1.0,365.0
33,61,1131,11,6,2,57.0,1992,2,0.0,1.0,278.0
20,227,430,11,15,2,62.0,1995,1,1.0,1.0,290.0
33,32,650,11,6,2,59.0,1986,2,0.0,1.0,310.0
45,227,671,11,18,0,66.0,1994,2,1.0,1.0,330.0
6,222,417,1,24,3,107.0,2005,2,1.0,2.0,727.0
30,1,351,1,5,2,66.0,1980,2,0.0,1.0,390.0
30,82,3884,1,18,2,101.0,2007,2,1.0,1.0,606.0
33,154,563,1,17,3,108.0,2007,2,1.0,2.0,710.0
6,219,2345,1,6,3,71.0,1996,3,0.0,2.0,449.0
27,154,563,1,16,3,64.0,2007,1,1.0,1.0,435.0
6,43,3369,1,18,2,79.0,1998,3,1.0,1.0,550.0
33,195,1153,1,6,3,59.0,1990,2,0.0,1.0,299.0
6,39,995,1,18,2,85.0,1996,3,1.0,1.0,428.0
13,168,1161,1,18,1,163.0,1996,5,1.0,1.0,600.0
30,142,2746,1,12,2,92.0,1995,2,1.0,1.0,490.0
6,43,1263,1,15,3,35.0,2011,1,1.0,0.0,180.0
30,212,275,1,18,0,60.0,2013,1,1.0,1.0,320.0
50,121,3481,1,25,3,139.0,1990,3,1.0,1.0,810.0
33,34,3552,1,24,3,42.0,1998,1,1.0,1.0,310.0
0,212,945,1,30,2,67.0,2007,1,1.0,1.0,355.0
0,182,2028,1,23,3,126.0,1998,2,1.0,2.0,680.0
33,192,478,1,5,2,58.0,1993,3,0.0,1.0,258.0
33,17,1785,1,6,2,84.0,2002,2,0.0,1.0,309.0
6,168,4159,1,18,2,165.0,1996,3,1.0,2.0,820.0
45,168,1690,1,31,2,59.0,2000,1,1.0,1.0,270.0
33,17,1946,1,6,2,77.0,1999,2,0.0,1.0,265.0
0,63,3068,1,18,0,76.0,1999,2,1.0,1.0,495.0
0,25,399,1,6,3,39.0,1990,1,0.0,1.0,185.0
45,219,2326,1,20,2,67.0,2006,1,1.0,1.0,439.0
4,219,2451,1,22,0,48.0,2004,1,1.0,0.0,290.0
30,39,4253,1,21,3,77.0,2013,3,1.0,1.0,330.0
33,17,1301,1,15,3,87.0,2014,2,1.0,2.0,440.0
33,17,1077,1,6,2,96.0,2005,3,0.0,1.0,365.0
33,122,82,1,6,2,80.0,1993,3,0.0,1.0,438.0
6,154,63,1,21,1,59.0,2005,1,1.0,1.0,280.0
33,180,3525,1,6,2,101.0,1999,3,0.0,1.0,550.0
47,168,366,1,20,3,41.0,2012,1,1.0,0.0,260.0
4,39,1251,1,19,0,208.0,2006,4,1.0,1.0,773.0
0,39,1251,1,19,0,130.0,2006,2,1.0,1.0,483.0
6,39,1251,1,19,0,175.0,2006,3,1.0,1.0,650.0
30,39,1251,1,19,0,112.0,2006,2,1.0,1.0,417.0
45,39,1251,1,19,0,130.0,2006,2,1.0,1.0,483.0
47,39,1251,1,19,0,206.0,2006,4,1.0,1.0,766.0
50,88,1550,1,24,2,47.0,1988,1,1.0,1.0,330.0
6,168,1449,1,28,2,59.0,2008,1,1.0,1.0,258.0
33,17,1946,1,6,1,64.0,1988,3,0.0,1.0,248.0
33,17,1946,1,6,2,57.0,1988,2,0.0,1.0,215.0
30,177,4080,1,6,2,63.0,2002,2,0.0,1.0,318.0
33,17,246,1,5,3,53.0,1990,2,0.0,1.0,235.0
33,17,1301,1,15,3,140.0,2014,4,1.0,2.0,720.0
33,17,806,1,6,3,159.0,2015,4,1.0,2.0,660.0
45,195,508,1,20,1,71.0,2000,1,1.0,1.0,357.0
33,43,1937,1,6,3,57.0,1990,2,0.0,1.0,330.0
30,17,318,1,3,1,229.0,2007,5,0.0,2.0,1200.0
33,219,3755,1,7,0,49.0,1999,1,0.0,1.0,240.0
50,34,2664,1,25,2,92.0,2009,2,1.0,1.0,630.0
50,219,5,1,11,2,41.0,2012,2,1.0,1.0,180.0
33,103,3266,1,8,3,47.0,2010,3,1.0,1.0,230.0
47,181,4414,1,30,2,317.0,2001,3,1.0,2.0,1700.0
30,88,1578,1,15,3,108.0,2006,2,1.0,2.0,830.0
20,121,3485,1,12,2,68.0,1990,3,1.0,1.0,458.0
33,25,3200,1,6,2,53.0,1980,2,0.0,1.0,247.0
33,17,460,1,5,3,58.0,1995,2,0.0,2.0,288.0
45,121,3479,1,6,2,43.0,1995,1,0.0,1.0,303.0
45,119,1015,1,15,2,49.0,2012,1,1.0,1.0,230.0
33,212,1852,1,34,0,77.0,2015,2,1.0,1.0,370.0
33,56,4084,1,6,2,128.0,2004,3,0.0,2.0,580.0
20,103,89,1,3,3,88.0,2006,3,0.0,1.0,1000.0
45,122,2775,1,5,2,75.0,2010,1,0.0,1.0,350.0
50,168,1541,1,29,3,85.0,2008,2,1.0,1.0,370.0
33,65,1214,1,6,2,173.0,2001,4,0.0,2.0,660.0
45,168,2159,1,18,3,53.0,1999,1,1.0,1.0,249.0
33,17,1301,1,15,0,86.0,2014,2,1.0,1.0,439.0
27,182,746,1,16,3,63.0,1992,2,1.0,1.0,330.0
8,88,959,1,25,3,118.0,2005,3,1.0,2.0,880.0
13,103,1422,1,8,3,237.0,2000,3,1.0,2.0,1960.0
0,88,3230,1,24,0,50.0,2004,1,1.0,0.0,350.0
30,43,189,1,30,3,23.0,2003,1,1.0,0.0,210.0
20,103,3266,1,8,2,45.0,2010,3,1.0,1.0,202.0
33,212,90,1,8,3,234.0,2010,3,1.0,3.0,1760.0
30,219,3778,1,6,0,48.0,1998,1,0.0,1.0,258.0
0,168,1696,1,6,2,46.0,1994,1,0.0,1.0,245.0
33,164,1898,1,6,2,60.0,1990,2,0.0,1.0,276.0
20,116,2072,1,7,3,73.0,1999,2,0.0,1.0,350.0
6,121,3481,1,25,3,187.0,1996,4,1.0,1.0,955.0
39,131,2064,1,24,2,141.0,2004,3,1.0,2.0,790.0
6,34,3554,1,24,2,108.0,2000,2,1.0,1.0,650.0
33,25,399,1,6,2,68.0,1990,3,0.0,1.0,260.0
50,19,398,1,25,2,89.0,2001,2,1.0,1.0,530.0
33,168,808,1,19,3,119.0,2015,3,1.0,2.0,750.0
8,182,3572,1,6,2,56.0,1987,3,0.0,1.0,340.0
20,219,1257,1,6,2,67.0,1998,2,0.0,1.0,380.0
50,34,4073,1,24,2,71.0,1997,2,1.0,1.0,570.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
50,131,2064,1,25,2,72.0,2001,1,1.0,1.0,400.0
27,212,4110,1,28,2,55.0,2005,1,1.0,0.0,290.0
30,56,2343,1,22,2,85.0,2003,2,1.0,1.0,335.0
30,219,3094,1,15,3,44.0,2004,1,1.0,0.0,333.0
0,181,1452,1,9,0,60.0,2005,1,1.0,1.0,390.0
33,219,4353,1,6,2,58.0,1992,1,0.0,1.0,338.0
4,43,3889,1,26,2,117.0,2000,2,1.0,1.0,650.0
20,219,1719,1,6,3,77.0,2000,2,0.0,1.0,450.0
13,212,3597,1,16,2,77.0,1996,3,1.0,1.0,410.0
45,193,4282,1,14,3,54.0,2005,1,1.0,1.0,303.0
0,103,1419,1,27,3,76.0,2010,1,1.0,1.0,365.0
30,56,2702,1,14,3,89.0,2009,2,1.0,1.0,390.0
4,181,4414,1,30,2,101.0,2001,2,1.0,1.0,700.0
41,43,1941,1,18,2,83.0,2002,2,1.0,1.0,535.0
27,88,3230,1,20,2,61.0,2004,1,1.0,1.0,400.0
30,212,275,1,18,0,80.0,2013,2,1.0,1.0,435.0
33,164,4241,1,6,2,63.0,1989,2,0.0,1.0,358.0
6,219,2271,1,24,2,148.0,2002,3,1.0,1.0,930.0
30,103,390,1,29,0,95.0,2008,2,1.0,1.0,470.0
13,88,1553,1,6,2,55.0,1980,2,0.0,1.0,400.0
30,182,3571,1,16,3,47.0,1992,1,1.0,1.0,299.0
30,219,4353,1,14,0,76.0,1995,2,1.0,1.0,400.0
30,195,1433,1,6,2,53.0,1996,2,0.0,1.0,215.0
13,180,2019,1,17,2,143.0,2006,3,1.0,1.0,1080.0
22,43,3371,1,6,2,62.0,1996,2,0.0,1.0,360.0
50,121,26,1,32,2,45.0,2005,1,1.0,1.0,280.0
30,154,3404,1,6,2,78.0,1998,2,0.0,1.0,450.0
33,1,242,1,6,1,74.0,1980,3,0.0,1.0,440.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
13,45,831,1,6,0,47.0,1980,2,0.0,1.0,283.0
20,212,3476,1,6,2,59.0,1995,2,0.0,1.0,334.0
33,180,2016,1,10,3,183.0,2001,4,1.0,2.0,1100.0
50,197,1878,1,22,3,141.0,2002,3,1.0,1.0,600.0
8,219,2271,1,24,0,129.0,2002,3,1.0,1.0,750.0
30,154,128,1,29,3,116.0,2005,3,1.0,1.0,676.0
33,164,1898,1,5,2,56.0,1985,3,0.0,1.0,275.0
33,119,3373,1,6,3,80.0,2004,2,0.0,1.0,507.0
8,17,1011,1,6,0,171.0,2009,4,0.0,1.0,650.0
47,212,4110,1,28,2,100.0,2005,2,1.0,1.0,495.0
33,17,2681,1,6,1,96.0,2013,2,1.0,1.0,400.0
45,121,3490,1,11,2,113.0,2000,2,1.0,2.0,624.0
33,17,1946,1,6,2,61.0,1984,2,0.0,1.0,238.0
33,17,245,1,6,2,122.0,2000,2,0.0,2.0,400.0
8,168,808,1,19,3,119.0,2015,3,1.0,1.0,750.0
50,180,1034,1,22,2,58.0,2004,1,1.0,0.0,340.0
33,212,1945,1,6,2,60.0,1994,1,0.0,1.0,258.0
30,168,1541,1,29,3,104.0,2008,2,1.0,1.0,460.0
47,195,3780,1,19,0,73.0,1995,2,1.0,1.0,390.0
45,154,62,1,27,3,49.0,2008,1,1.0,0.0,335.0
30,56,2338,1,24,2,89.0,2007,2,1.0,1.0,380.0
27,121,3490,1,13,2,59.0,2000,1,1.0,1.0,329.8
30,103,345,1,17,2,61.0,2011,1,1.0,1.0,420.0
20,43,1936,1,6,2,58.0,2002,1,0.0,1.0,375.0
33,17,318,1,6,3,103.0,2007,2,0.0,2.0,450.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,219,1256,1,12,0,51.0,1997,1,1.0,1.0,249.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
45,197,1957,1,16,3,45.0,2007,1,1.0,1.0,286.0
30,34,680,1,6,0,31.0,1990,1,0.0,1.0,197.0
50,1,2409,1,24,2,118.0,2005,2,1.0,2.0,655.0
33,122,1866,1,6,0,70.0,1997,2,0.0,1.0,280.0
20,154,62,1,6,2,86.0,2008,2,0.0,1.0,586.0
20,56,2199,1,6,0,72.0,2002,1,0.0,1.0,328.0
33,219,1257,1,6,0,84.0,1998,3,0.0,1.0,370.0
33,212,1852,1,18,2,81.0,2015,2,1.0,1.0,390.0
33,17,319,1,3,3,263.0,2009,5,1.0,2.0,1200.0
33,17,1011,1,5,3,160.0,2007,3,1.0,2.0,610.0
4,182,3573,1,16,3,90.0,1986,3,1.0,1.0,542.0
27,121,3480,1,19,2,176.0,1999,3,1.0,2.0,971.0
33,17,319,1,3,3,250.0,2009,4,1.0,2.0,1075.0
27,212,945,1,30,3,57.0,2007,2,1.0,2.0,490.0
33,212,275,1,18,2,106.0,2013,3,1.0,2.0,535.0
33,219,3755,1,7,2,80.0,2000,2,0.0,1.0,460.0
27,1,1862,1,24,2,80.0,2001,1,1.0,1.0,409.0
0,122,81,1,16,0,88.0,2012,2,1.0,1.0,385.0
45,122,2775,1,5,2,64.0,2010,1,0.0,0.0,320.0
33,212,3476,1,6,2,57.0,1995,3,0.0,1.0,210.0
20,154,70,1,6,2,54.0,1992,2,0.0,1.0,320.0
30,95,2101,1,21,3,57.0,2004,1,1.0,1.0,300.0
20,45,752,1,6,2,61.0,1993,2,0.0,1.0,360.0
27,43,189,1,28,2,59.0,2003,1,1.0,1.0,415.0
45,154,129,1,22,2,66.0,2006,1,1.0,1.0,388.0
50,88,1553,1,18,2,65.0,2000,2,1.0,1.0,470.0
45,103,1422,1,9,3,56.0,2011,1,1.0,1.0,420.0
6,121,3473,1,18,3,68.0,1992,2,1.0,1.0,430.0
4,154,60,1,27,3,73.0,2007,2,1.0,1.0,500.0
30,212,275,1,18,0,60.0,2013,1,1.0,1.0,328.0
4,121,3245,1,25,2,93.0,2002,3,1.0,1.0,600.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,1,3681,1,20,2,155.0,2007,4,1.0,2.0,1280.0
33,88,3229,1,14,2,116.0,2001,2,1.0,1.0,730.0
50,131,2064,1,25,2,72.0,2001,1,1.0,1.0,395.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
20,154,70,1,6,2,56.0,1992,2,0.0,1.0,309.0
4,180,2917,1,20,0,83.0,2000,2,1.0,1.0,475.0
33,142,4349,1,6,3,62.0,1990,2,0.0,1.0,351.0
30,168,1022,1,24,2,67.0,2001,1,1.0,1.0,365.0
0,88,1553,1,15,0,48.0,1991,1,1.0,1.0,300.0
4,56,2338,1,24,2,57.0,2008,1,1.0,1.0,260.0
30,43,1146,1,6,0,36.0,1985,1,0.0,1.0,290.0
33,142,2729,1,6,0,69.0,1988,3,0.0,1.0,390.0
6,121,2269,1,28,2,142.0,2004,2,1.0,2.0,750.0
45,181,4414,1,16,2,83.0,2001,3,1.0,1.0,520.0
6,63,2922,1,18,0,49.0,1995,1,1.0,2.0,315.0
45,219,1791,1,16,0,38.0,2011,1,1.0,0.0,251.0
33,180,3525,1,6,3,56.0,1999,1,0.0,1.0,375.0
50,219,4353,1,12,0,46.0,1995,1,1.0,1.0,260.0
33,17,1946,1,6,2,54.0,1992,2,0.0,1.0,215.0
33,17,2983,1,9,3,139.0,2006,4,1.0,2.0,625.0
51,121,3482,1,25,3,71.0,1992,2,1.0,1.0,464.0
30,45,2588,1,6,2,64.0,1998,2,0.0,1.0,389.0
33,154,3914,1,5,3,55.0,1983,2,0.0,1.0,305.0
0,119,1015,1,15,3,49.0,2012,1,1.0,1.0,255.0
30,168,1449,1,28,2,68.0,2008,1,1.0,1.0,280.0
0,119,1015,1,15,2,50.0,2012,1,1.0,1.0,229.0
30,43,3369,1,18,2,48.0,1996,1,1.0,1.0,305.0
6,121,3493,1,20,2,43.0,1990,1,1.0,1.0,280.0
30,43,1937,1,6,0,40.0,1990,1,0.0,1.0,270.0
45,65,1053,1,6,2,54.0,1997,2,0.0,1.0,252.0
33,182,3575,1,6,3,54.0,1987,2,0.0,1.0,320.0
33,63,2920,1,6,3,58.0,1990,2,0.0,1.0,361.0
45,34,2664,1,25,3,71.0,2009,1,1.0,1.0,485.0
45,34,2664,1,25,2,76.0,2009,1,1.0,1.0,505.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
0,103,1422,1,9,0,57.0,2012,1,1.0,0.0,430.0
27,212,1071,1,19,3,57.0,2004,1,1.0,1.0,320.0
4,121,3480,1,28,2,55.0,1991,2,1.0,1.0,350.0
30,119,1536,1,15,2,57.0,2012,1,1.0,1.0,315.0
0,168,366,1,20,3,37.0,2012,1,1.0,0.0,260.0
33,182,3572,1,12,3,55.0,1984,2,1.0,1.0,331.0
45,142,2746,1,12,3,58.0,1990,1,1.0,1.0,301.0
30,88,1550,1,6,0,38.0,1984,1,0.0,1.0,278.0
33,212,4211,1,6,2,55.0,2012,2,0.0,1.0,220.0
30,1,350,1,6,3,67.0,1994,2,0.0,1.0,400.0
45,56,2339,1,22,2,45.0,2007,1,1.0,0.0,216.0
30,212,275,1,18,3,60.0,2013,1,1.0,1.0,320.0
33,219,1719,1,6,0,68.0,2000,1,0.0,1.0,442.0
45,121,3479,1,5,0,44.0,1995,1,0.0,1.0,299.2
30,122,2775,1,10,2,80.0,2010,1,1.0,1.0,400.0
30,195,4166,1,12,3,69.0,2010,1,1.0,1.0,498.0
45,177,1453,1,20,2,61.0,2007,1,1.0,1.0,289.0
20,1,243,1,6,3,58.0,1991,2,0.0,1.0,365.0
6,168,2012,1,30,2,71.0,2003,1,1.0,1.0,410.0
45,219,2314,1,24,2,52.0,2004,1,1.0,1.0,317.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
30,45,2109,1,20,2,59.0,1999,1,1.0,1.0,320.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
47,219,2451,1,22,3,47.0,2004,1,1.0,1.0,278.0
52,131,2064,1,24,2,143.0,2004,3,1.0,2.0,780.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
27,180,2971,1,24,2,33.0,2003,1,1.0,0.0,239.0
30,65,1212,1,6,0,107.0,2004,3,0.0,1.0,500.0
8,192,4163,1,16,3,86.0,2013,3,1.0,1.0,435.0
33,63,2920,1,6,0,69.0,1990,3,0.0,1.0,499.0
33,180,2017,1,18,2,324.0,2003,5,1.0,2.0,1500.0
52,212,627,1,20,2,142.0,2000,3,1.0,2.0,660.0
33,154,2069,1,14,3,169.0,2016,3,1.0,2.0,2150.0
33,154,2069,1,14,3,169.0,2016,4,1.0,2.0,2300.0
20,103,3266,1,8,3,44.0,2010,3,1.0,1.0,220.0
39,131,2064,1,24,3,143.0,2004,3,1.0,2.0,800.0
4,56,2702,1,25,3,97.0,2008,2,1.0,1.0,380.0
0,131,1693,1,26,2,63.0,2004,1,1.0,1.0,340.0
6,121,3493,1,12,2,57.0,1998,1,1.0,1.0,325.0
8,212,3187,1,26,2,100.0,2007,5,1.0,2.0,800.0
33,180,2017,1,15,2,304.0,2005,5,1.0,3.0,1550.0
33,17,318,1,3,2,172.0,2007,5,0.0,4.0,1150.0
20,168,3097,1,7,3,109.0,2002,2,1.0,1.0,520.0
33,212,1421,1,6,3,78.0,1997,2,0.0,1.0,420.0
47,116,2367,1,14,3,177.0,2010,3,1.0,2.0,1097.0
37,168,1541,1,29,3,135.0,2008,3,1.0,2.0,600.0
33,56,2341,1,6,2,128.0,2000,2,0.0,1.0,485.0
33,131,998,1,6,3,59.0,1980,2,0.0,1.0,323.0
33,25,485,1,6,2,53.0,1990,2,0.0,1.0,255.0
13,63,2919,1,6,3,41.0,1992,1,0.0,1.0,285.0
27,212,2887,1,6,3,64.0,2012,3,1.0,1.0,350.0
30,56,2702,1,25,2,94.0,2007,2,1.0,1.0,385.0
33,121,2255,1,15,3,148.0,2008,3,1.0,1.0,1000.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
4,181,3992,1,27,0,60.0,2008,1,1.0,1.0,500.0
33,25,485,1,6,0,53.0,1990,2,0.0,1.0,245.0
50,197,1878,1,20,2,89.0,2000,2,1.0,1.0,450.0
30,154,128,1,29,3,116.0,2004,3,1.0,2.0,668.0
47,195,4350,1,18,0,94.0,1998,3,1.0,1.0,490.0
33,39,2250,1,6,2,145.0,1996,4,0.0,2.0,718.0
33,17,2681,1,6,2,96.0,2011,3,0.0,1.0,385.0
33,212,1537,1,13,3,114.0,2007,2,1.0,1.0,700.0
30,154,563,1,16,3,105.0,2007,2,1.0,1.0,660.0
33,43,3371,1,6,2,62.0,1996,2,0.0,1.0,335.0
33,103,1401,1,6,2,71.0,1991,2,0.0,1.0,380.0
27,154,62,1,27,3,74.0,2008,1,1.0,1.0,460.0
30,63,2921,1,6,3,45.0,1996,1,0.0,1.0,310.0
30,168,1690,1,31,2,59.0,2000,1,1.0,1.0,280.0
33,1,2712,1,6,2,60.0,1992,2,0.0,1.0,340.0
20,103,3266,1,8,3,47.0,2010,3,1.0,1.0,210.0
0,193,3733,1,12,2,54.0,1997,1,1.0,1.0,290.0
47,181,3992,1,18,2,48.0,2008,1,1.0,0.0,390.0
6,197,1957,1,22,0,65.0,2005,1,1.0,1.0,420.0
45,168,366,1,20,3,49.0,2012,1,1.0,0.0,300.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
14,116,1282,1,16,3,99.0,2006,2,1.0,1.0,480.0
