Direction,District,Garden,Region,Floor,Renovation,Size,Year,Room,Elevator,Hall,Price
33,206,1495,7,6,0,93.0,2005,2,0.0,1.0,350.0
33,175,869,7,6,3,134.0,2005,3,0.0,2.0,362.0
30,175,2315,7,6,2,100.0,1989,3,0.0,1.0,255.0
33,175,2290,7,6,0,71.0,1995,2,0.0,1.0,249.0
30,175,4290,7,18,0,82.0,2015,2,1.0,1.0,330.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,175,3716,7,6,3,70.0,1994,3,0.0,1.0,255.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,1323,7,18,1,76.0,2014,2,1.0,1.0,320.0
33,206,447,7,14,3,108.0,2009,3,1.0,1.0,340.0
33,206,3953,7,7,3,125.0,2014,3,1.0,1.0,510.0
33,206,3155,7,6,3,121.0,2001,3,0.0,1.0,376.0
33,206,4291,7,17,3,88.0,2012,3,1.0,2.0,390.0
0,175,4167,7,6,2,104.0,2011,3,0.0,1.0,369.0
33,206,3296,7,14,3,89.0,2012,2,1.0,1.0,330.0
33,206,3960,7,20,3,115.0,2014,3,1.0,1.0,530.0
33,206,3960,7,21,3,115.0,2014,3,1.0,1.0,540.0
30,175,4290,7,13,3,80.0,2015,2,1.0,2.0,330.0
33,206,4235,7,3,3,192.0,2007,3,0.0,2.0,980.0
33,206,447,7,12,2,151.0,2009,3,1.0,2.0,498.0
33,206,3234,7,15,3,166.0,2013,3,1.0,1.0,810.0
33,175,3585,7,15,1,162.0,2012,4,1.0,1.0,615.0
33,208,440,7,6,3,97.0,2014,3,0.0,1.0,335.0
30,206,1154,7,15,2,87.0,2015,3,1.0,1.0,376.0
33,206,447,7,14,3,155.0,2009,3,1.0,1.0,520.0
33,206,4127,7,15,3,97.0,2013,3,1.0,2.0,490.0
30,175,4316,7,15,2,51.0,2014,1,1.0,1.0,105.0
0,175,3014,7,9,3,36.0,2013,3,1.0,1.0,134.0
33,169,2689,7,6,2,123.0,2004,2,0.0,2.0,230.0
8,208,3303,7,5,3,144.0,2005,3,0.0,2.0,435.0
30,206,771,7,15,3,85.0,2011,2,1.0,1.0,300.0
33,206,448,7,14,3,99.0,2009,2,1.0,1.0,355.0
33,208,3301,7,8,1,185.0,2007,3,1.0,2.0,460.0
33,208,2889,7,6,2,96.0,2003,2,0.0,1.0,269.0
30,206,192,7,5,3,154.0,2015,4,1.0,2.0,999.0
20,175,3620,7,6,3,79.0,1997,2,0.0,1.0,246.0
33,206,4129,7,15,3,165.0,2015,3,1.0,1.0,844.0
33,206,1961,7,8,3,98.0,2012,3,1.0,1.0,430.0
33,206,1495,7,6,3,98.0,2008,2,0.0,1.0,300.0
33,206,516,7,10,3,98.0,2015,3,1.0,1.0,436.0
33,175,2291,7,6,3,96.0,2000,2,0.0,1.0,275.0
33,206,4313,7,21,2,98.0,2014,2,1.0,1.0,455.0
33,175,3719,7,6,2,105.0,1995,3,0.0,2.0,288.0
33,175,2380,7,6,0,81.0,1998,2,0.0,2.0,250.0
33,206,3156,7,11,2,94.0,2007,2,1.0,1.0,316.0
33,206,1323,7,18,1,89.0,2014,3,1.0,1.0,345.0
45,206,923,7,9,3,53.0,2016,2,1.0,1.0,149.0
33,206,3446,7,9,1,88.0,2012,3,1.0,1.0,581.0
33,169,802,7,15,3,95.0,2014,3,1.0,1.0,275.0
8,175,3298,7,9,1,211.0,2008,4,0.0,2.0,630.0
33,206,516,7,10,3,97.0,2015,3,1.0,1.0,440.0
27,206,3295,7,16,3,41.0,2013,1,1.0,1.0,74.0
47,206,923,7,9,1,56.0,2016,2,1.0,1.0,141.0
33,169,802,7,15,0,85.0,2015,2,1.0,1.0,240.0
33,175,2947,7,6,2,88.0,2004,2,0.0,1.0,269.0
8,206,4128,7,18,0,99.0,2014,3,1.0,1.0,490.0
33,206,3156,7,15,0,125.0,2007,3,1.0,2.0,429.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,3446,7,9,2,119.0,2011,3,1.0,2.0,505.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,495.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,117,918,7,6,0,95.0,2003,2,0.0,2.0,220.0
33,206,4129,7,15,3,166.0,2015,3,1.0,2.0,788.0
33,175,3014,7,10,2,89.0,2007,2,1.0,2.0,300.0
33,175,1896,7,6,3,89.0,1995,2,0.0,1.0,276.0
45,175,2948,7,16,0,104.0,2004,2,1.0,2.0,270.0
47,175,1927,7,6,3,58.0,1984,2,0.0,1.0,195.0
33,206,1154,7,18,3,99.0,2015,3,1.0,2.0,430.0
30,175,4290,7,17,0,73.0,2015,2,1.0,1.0,265.0
33,206,1323,7,18,2,128.0,2014,3,1.0,1.0,535.0
33,175,3619,7,6,3,71.0,1995,2,0.0,1.0,215.0
33,206,1323,7,18,2,89.0,2014,3,1.0,1.0,370.0
30,206,4313,7,21,2,77.0,2014,2,1.0,1.0,345.0
33,175,2380,7,6,2,93.0,1998,2,0.0,1.0,272.0
33,206,4133,7,20,3,88.0,2012,3,1.0,1.0,379.0
33,175,4413,7,6,3,150.0,2003,3,0.0,1.0,385.0
33,206,1154,7,18,3,99.0,2015,3,1.0,2.0,415.0
33,206,3296,7,13,3,132.0,2012,5,1.0,2.0,599.0
33,206,3155,7,6,3,157.0,2003,4,0.0,1.0,399.0
45,206,3295,7,16,3,55.0,2013,1,1.0,1.0,92.0
33,206,3155,7,6,2,91.0,2003,2,0.0,1.0,280.0
39,206,4128,7,18,0,101.0,2014,3,1.0,1.0,500.0
50,206,769,7,15,3,91.0,2010,2,1.0,1.0,315.0
33,175,3619,7,6,0,64.0,1995,2,0.0,1.0,210.0
33,206,516,7,10,3,97.0,2015,3,1.0,1.0,438.0
33,206,1323,7,18,3,88.0,2014,3,1.0,1.0,380.0
33,206,1407,7,5,3,147.0,2008,3,1.0,2.0,600.0
33,206,768,7,3,3,302.0,2006,5,0.0,2.0,1300.0
33,206,3296,7,15,3,87.0,2012,2,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,208,3308,7,11,3,321.0,2011,7,1.0,3.0,850.0
33,208,1485,7,2,3,163.0,2010,4,0.0,2.0,568.0
33,206,3156,7,16,2,68.0,2007,1,1.0,2.0,260.0
33,206,3903,7,6,1,109.0,2014,3,1.0,1.0,385.0
8,175,2239,7,15,3,102.0,2015,3,1.0,1.0,426.0
30,175,3014,7,15,3,90.0,2010,2,1.0,1.0,315.0
33,175,566,7,6,3,193.0,2004,5,0.0,2.0,520.0
33,175,3585,7,15,1,163.0,2012,4,1.0,1.0,619.0
33,206,1323,7,18,3,89.0,2014,3,1.0,1.0,378.0
33,206,4313,7,18,3,141.0,2015,3,1.0,2.0,678.0
33,206,192,7,5,1,154.0,2015,3,1.0,2.0,920.0
33,206,192,7,5,1,155.0,2015,5,1.0,2.0,900.0
33,206,1323,7,18,2,76.0,2014,2,1.0,1.0,310.0
33,206,4132,7,15,2,89.0,2012,3,1.0,1.0,345.0
33,206,4129,7,15,3,166.0,2015,3,1.0,1.0,835.0
33,206,3296,7,14,3,87.0,2012,2,1.0,1.0,325.0
30,206,3296,7,13,3,87.0,2012,2,1.0,1.0,309.0
33,206,3960,7,20,0,115.0,2014,3,1.0,1.0,535.0
30,206,769,7,14,3,53.0,2010,1,1.0,0.0,210.0
33,206,192,7,5,1,154.0,2015,4,1.0,2.0,850.0
33,175,804,7,18,3,174.0,2016,3,1.0,2.0,960.0
33,206,4235,7,4,0,194.0,2008,4,0.0,2.0,810.0
33,206,1406,7,5,3,107.0,2004,4,0.0,1.0,460.0
33,206,4135,7,2,0,159.0,1999,4,0.0,2.0,1100.0
20,175,2290,7,6,3,155.0,1996,4,0.0,1.0,340.0
33,206,768,7,3,3,318.0,2006,4,1.0,3.0,1450.0
33,169,2687,7,6,2,87.0,2005,2,0.0,1.0,209.0
50,206,3156,7,16,3,86.0,2006,2,1.0,1.0,310.0
30,208,3308,7,16,3,66.0,2011,1,1.0,1.0,238.0
33,208,3307,7,5,1,205.0,2010,7,0.0,2.0,560.0
4,208,1485,7,20,3,69.0,2011,1,1.0,1.0,230.0
30,208,3310,7,11,3,65.0,2010,1,1.0,1.0,229.0
30,208,1485,7,5,3,46.0,2009,1,0.0,0.0,176.0
33,175,1896,7,6,2,84.0,1990,2,0.0,1.0,268.0
30,175,4246,7,13,3,41.0,2015,1,1.0,1.0,198.0
30,206,1931,7,16,3,69.0,2013,1,1.0,1.0,330.0
30,208,3308,7,12,2,66.0,2011,1,1.0,1.0,233.0
33,206,4315,7,21,2,87.0,2013,2,1.0,1.0,370.0
33,206,4291,7,18,2,75.0,2012,2,1.0,1.0,315.0
30,206,771,7,14,3,85.0,2011,2,1.0,1.0,305.0
33,206,1535,7,6,2,59.0,2008,1,0.0,1.0,220.0
30,206,1495,7,6,3,69.0,2008,1,0.0,1.0,240.0
33,206,3903,7,6,1,133.0,2014,3,1.0,1.0,445.0
45,175,2948,7,4,2,81.0,2001,2,0.0,1.0,230.0
33,175,4290,7,18,1,129.0,2015,3,1.0,1.0,516.0
33,208,3306,7,5,3,199.0,2005,4,0.0,2.0,470.0
30,206,769,7,15,3,58.0,2010,1,1.0,1.0,215.0
30,206,4314,7,21,3,83.0,2013,2,1.0,1.0,360.0
33,169,802,7,15,0,89.0,2014,2,1.0,1.0,245.0
33,206,1323,7,18,3,89.0,2014,3,1.0,1.0,400.0
33,169,2689,7,6,3,173.0,2004,3,0.0,2.0,290.0
33,175,3618,7,6,3,92.0,1998,2,0.0,2.0,285.0
33,206,3157,7,6,3,110.0,2004,3,0.0,1.0,360.0
33,208,3299,7,5,3,164.0,2005,5,0.0,3.0,420.0
33,206,4291,7,14,2,89.0,2012,3,1.0,1.0,385.0
33,206,1961,7,8,3,90.0,2012,3,1.0,2.0,600.0
33,208,3310,7,11,3,321.0,2009,7,1.0,3.0,950.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
33,206,1087,7,10,3,73.0,2010,1,1.0,1.0,320.0
30,206,4313,7,21,3,83.0,2014,2,1.0,1.0,355.0
30,206,3960,7,20,3,84.0,2014,2,1.0,1.0,380.0
8,175,4413,7,6,2,127.0,2003,3,0.0,1.0,375.0
33,175,3585,7,13,3,146.0,2012,4,1.0,1.0,595.0
33,175,4290,7,17,3,128.0,2015,3,1.0,2.0,560.0
33,206,1088,7,6,3,122.0,2010,3,1.0,2.0,550.0
33,169,802,7,12,0,99.0,2014,3,1.0,1.0,275.0
30,175,4290,7,18,3,82.0,2015,2,1.0,1.0,320.0
33,206,4126,7,11,0,102.0,2015,3,1.0,1.0,510.0
33,206,448,7,15,3,169.0,2009,3,1.0,2.0,530.0
33,206,1495,7,6,3,106.0,2003,3,0.0,1.0,370.0
30,206,4124,7,17,3,85.0,2013,2,1.0,1.0,375.0
30,206,1509,7,18,3,104.0,2013,2,1.0,1.0,390.0
33,206,771,7,11,3,63.0,2011,1,1.0,1.0,243.0
33,175,939,7,9,0,70.0,2006,1,1.0,2.0,230.0
4,206,769,7,10,3,58.0,2009,1,1.0,1.0,228.0
14,175,1264,7,15,2,119.0,2006,3,1.0,2.0,318.0
33,169,802,7,15,0,85.0,2013,2,1.0,1.0,240.0
33,175,2084,7,6,2,74.0,1997,2,0.0,1.0,235.0
33,175,3950,7,7,3,131.0,2014,5,1.0,2.0,570.0
33,175,804,7,18,1,212.0,2016,4,1.0,1.0,985.0
30,206,3960,7,18,3,83.0,2014,2,1.0,1.0,340.0
33,206,192,7,5,1,154.0,2015,4,1.0,2.0,880.0
33,206,4291,7,9,3,165.0,2012,4,1.0,2.0,630.0
30,206,4113,7,6,1,54.0,2011,1,0.0,1.0,213.0
33,206,4124,7,9,3,119.0,2012,3,1.0,2.0,645.0
33,206,4235,7,3,3,241.0,2007,5,0.0,2.0,1100.0
33,208,3301,7,9,3,212.0,2007,3,1.0,1.0,648.0
33,175,4413,7,6,3,150.0,2003,3,0.0,2.0,385.0
30,206,3960,7,20,3,84.0,2014,2,1.0,1.0,450.0
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
30,175,3950,7,11,3,80.0,2013,2,1.0,1.0,347.0
33,175,2114,7,6,0,75.0,1993,2,0.0,1.0,244.0
33,175,2315,7,6,2,92.0,1989,3,0.0,1.0,236.0
33,175,870,7,6,0,108.0,2000,2,0.0,2.0,268.0
33,175,3716,7,6,2,85.0,1993,3,0.0,1.0,251.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3719,7,6,3,97.0,1995,3,0.0,2.0,330.0
30,206,1408,7,6,3,53.0,2012,1,1.0,1.0,232.0
30,206,4126,7,15,3,87.0,2015,2,1.0,1.0,415.0
33,175,3952,7,8,3,137.0,2014,3,1.0,2.0,590.0
33,206,3296,7,13,3,96.0,2012,2,1.0,1.0,380.0
33,206,4132,7,15,3,88.0,2012,3,1.0,1.0,360.0
33,206,4127,7,12,3,97.0,2013,3,1.0,1.0,510.0
33,175,3716,7,6,2,73.0,1993,3,0.0,1.0,230.0
30,206,3960,7,18,3,88.0,2015,2,1.0,1.0,410.0
33,175,3451,7,6,2,72.0,2001,2,0.0,1.0,235.0
30,206,4124,7,17,2,85.0,2012,2,1.0,1.0,400.0
33,206,4313,7,21,3,90.0,2014,2,1.0,1.0,380.0
33,175,3451,7,6,2,86.0,2000,3,0.0,1.0,230.0
33,206,3185,7,8,3,91.0,2012,3,1.0,2.0,680.0
33,175,4167,7,6,3,168.0,2011,3,1.0,2.0,630.0
30,206,447,7,14,2,47.0,2009,1,1.0,1.0,160.0
33,175,572,7,5,0,63.0,1979,2,0.0,1.0,195.0
39,206,4127,7,18,3,93.0,2014,2,1.0,1.0,430.0
22,175,3620,7,6,3,80.0,1997,2,0.0,1.0,230.0
33,175,3504,7,6,0,95.0,2001,2,0.0,2.0,300.0
4,206,3162,7,6,3,92.0,2009,2,0.0,2.0,298.0
33,175,2317,7,6,2,64.0,1992,2,0.0,1.0,210.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
47,208,1485,7,18,2,70.0,2011,1,1.0,1.0,225.0
33,206,1509,7,11,3,111.0,2013,2,1.0,2.0,425.0
33,175,590,7,6,2,96.0,1996,3,0.0,2.0,275.0
33,206,4127,7,12,3,96.0,2014,3,1.0,1.0,520.0
20,206,4125,7,9,3,82.0,2012,2,1.0,2.0,358.0
30,175,572,7,5,2,50.0,1981,2,0.0,1.0,178.0
30,206,4113,7,6,1,54.0,2011,1,0.0,0.0,210.0
33,206,769,7,12,3,135.0,2010,3,1.0,2.0,495.0
33,206,3156,7,15,3,126.0,2007,3,1.0,2.0,420.0
33,206,4135,7,6,3,89.0,2004,2,0.0,1.0,325.0
33,169,802,7,18,0,126.0,2014,3,1.0,2.0,345.0
33,175,3715,7,6,3,93.0,1999,2,0.0,2.0,285.0
33,206,1407,7,5,3,147.0,2014,3,1.0,2.0,700.0
6,206,771,7,11,3,86.0,2011,2,1.0,1.0,310.0
33,175,3601,7,6,2,89.0,1999,2,0.0,2.0,240.0
30,208,1485,7,20,2,90.0,2011,2,1.0,1.0,269.0
33,206,1495,7,6,3,93.0,2005,2,0.0,1.0,330.0
33,117,918,7,6,3,129.0,2007,3,0.0,2.0,320.0
33,175,4167,7,6,0,175.0,2011,4,1.0,2.0,570.0
33,206,4132,7,15,0,89.0,2012,3,1.0,1.0,360.0
33,206,1963,7,18,3,121.0,2014,2,1.0,1.0,550.0
30,175,572,7,5,2,40.0,1984,1,0.0,0.0,160.0
33,175,3498,7,6,3,90.0,2001,2,0.0,2.0,300.0
33,206,3234,7,15,3,162.0,2013,3,1.0,1.0,810.0
33,175,4413,7,6,2,116.0,2005,4,0.0,1.0,391.0
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,2316,7,6,0,77.0,2000,2,0.0,2.0,229.8
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,175,3619,7,6,3,70.0,1995,2,0.0,1.0,239.0
33,206,448,7,14,3,149.0,2009,4,1.0,2.0,518.0
33,206,4315,7,9,3,103.0,2013,3,1.0,2.0,470.0
33,117,918,7,6,2,97.0,2007,3,0.0,2.0,198.0
33,206,3960,7,16,3,102.0,2015,3,1.0,1.0,446.0
8,206,4291,7,6,3,71.0,2014,2,1.0,1.0,300.0
33,175,572,7,5,2,77.0,1984,3,0.0,1.0,220.0
30,117,918,7,6,3,142.0,2007,3,0.0,2.0,335.0
33,206,192,7,5,3,242.0,2015,5,1.0,2.0,1050.0
45,206,769,7,15,2,87.0,2009,2,1.0,1.0,302.0
13,206,769,7,12,3,126.0,2009,3,1.0,1.0,480.0
33,206,770,7,9,3,140.0,2006,3,1.0,2.0,480.0
33,208,3299,7,5,2,81.0,2005,2,0.0,1.0,260.0
20,175,3601,7,6,2,87.0,2000,2,0.0,1.0,262.0
33,206,3155,7,6,2,121.0,2001,3,0.0,1.0,330.0
33,206,4123,7,28,3,87.0,2012,2,1.0,1.0,368.0
33,175,3659,7,6,3,138.0,2006,3,0.0,1.0,330.0
33,175,2947,7,6,0,83.0,2005,2,0.0,1.0,282.0
33,206,1495,7,6,3,98.0,2008,2,0.0,2.0,350.0
33,175,3717,7,6,2,80.0,1994,2,0.0,1.0,255.0
33,175,869,7,6,2,120.0,2004,3,0.0,2.0,335.0
33,175,3713,7,6,2,140.0,2001,3,0.0,1.0,380.0
13,175,3324,7,12,2,109.0,2005,3,1.0,1.0,350.0
33,206,1930,7,9,2,119.0,2013,3,1.0,1.0,550.0
33,206,4125,7,9,3,96.0,2012,3,1.0,1.0,499.0
33,206,4113,7,11,3,93.0,2012,2,1.0,2.0,405.0
33,206,4124,7,9,3,119.0,2012,3,1.0,1.0,589.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,4128,7,12,3,142.0,2014,4,1.0,2.0,710.0
33,206,1407,7,5,3,144.0,2014,3,1.0,2.0,650.0
33,206,1407,7,5,3,145.0,2004,3,0.0,2.0,630.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
30,175,515,7,9,3,89.0,2011,2,1.0,1.0,356.0
33,208,3308,7,7,3,150.0,2011,3,1.0,2.0,510.0
33,175,3618,7,11,0,130.0,2001,3,0.0,2.0,340.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
30,175,3716,7,6,3,50.0,1994,2,0.0,1.0,215.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
8,206,1961,7,19,2,110.0,2012,3,1.0,2.0,508.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
33,206,4128,7,12,3,124.0,2014,3,1.0,2.0,585.0
50,206,771,7,14,0,89.0,2011,2,1.0,1.0,320.0
30,206,4127,7,18,3,88.0,2014,2,1.0,1.0,410.0
33,169,802,7,15,2,100.0,2014,3,1.0,1.0,280.0
33,206,3953,7,6,2,89.0,2014,3,0.0,1.0,380.0
30,175,1264,7,15,2,100.0,2006,3,1.0,1.0,300.0
33,169,802,7,15,0,89.0,2013,2,1.0,1.0,258.0
33,206,3296,7,14,3,88.0,2012,2,1.0,1.0,335.0
33,206,3296,7,15,3,88.0,2012,2,1.0,2.0,325.0
33,206,3296,7,12,3,96.0,2011,2,1.0,1.0,375.0
30,206,3185,7,8,0,91.0,2013,2,1.0,1.0,390.0
20,206,4125,7,9,3,82.0,2012,2,1.0,1.0,365.0
33,206,4125,7,16,3,84.0,2012,2,1.0,1.0,395.0
30,206,516,7,10,3,88.0,2015,2,1.0,1.0,379.0
33,206,1495,7,6,3,91.0,2003,2,0.0,1.0,290.0
8,175,2317,7,6,3,106.0,1992,4,0.0,1.0,265.0
33,206,4127,7,18,3,98.0,2013,3,1.0,1.0,495.0
33,175,3014,7,9,2,88.0,2013,2,1.0,1.0,315.0
